x,y
0.37543292945471296,0.3590293452491775
0.9529158725486486,0.8119662926001844
0.9127900547328384,0.3457334282463451
0.24540667204795819,0.7648932109347334
0.4948538050512419,0.7021362575062012
0.7612111348743621,0.9684623356759094
0.25849768128733475,0.6565472735270921
0.8868849481595033,0.9069578618345057
0.607550015189105,0.15603729231253993
0.4354817694127189,0.034497889995930175
0.5584884981174177,0.6941161859066418
0.38660487593968385,0.3682661120141798
0.6016447425295496,0.3758040311833163
0.7776584714812462,0.3546618358661774
0.1534774476582399,0.3461794006175486
0.5184265126996003,0.8524257170134181
0.2501840141831213,0.4465619895540186
0.06272366287599362,0.8354251279593695
0.705404889359974,0.09029263314901637
0.30835404787244913,0.7999860032209336
0.8977032252878167,0.9607625873320765
0.4289262057271921,0.47895922985768713
0.39811068665964666,0.6601862922176595
0.5164614234013466,0.8349914472715333
0.9932974946701096,0.8402581344867559
0.29037052788633044,0.8511913326976702
0.21029225017431763,0.8427968493734342
0.5028262701399154,0.3379874142980588
0.750434741552153,0.3365140389057496
0.22873871015650282,0.2303295235997167
0.9280166167570367,0.9596495783490107
0.7058232197783306,0.7018476335072261
0.9059829735780605,0.8754511884789669
0.1849027744631333,0.7083878136239966
0.26502541169538274,0.7102740561375075
0.27374510639746374,0.5590504836191573
0.1932670279297597,0.07541909459355367
0.10260421179119117,0.5384271420706038
0.6951670488072089,0.05388635608918402
0.21192589724480004,0.47666636514574856
0.8191918883829501,0.6439262545622791
0.055915543406142354,0.7652474041043307
0.13365608774175675,0.7404594977031331
0.3529043793047283,0.6564140216170081
0.5518801247904136,0.9262521425520297
0.7624080849366789,0.7911194595122506
0.8794908967131363,0.4822680004797206
0.2554746848765481,0.5391397376884924
0.9309160568355324,0.18722822256402916
0.9363579883687415,0.05872221639260622
0.3388113538568601,0.051307697865064394
0.9605612612049488,0.10836348381616867
0.5903964394823166,0.6055738195143464
0.618847833936534,0.1967289181334847
0.8362923204935971,0.0502833010289222
0.5238849560003054,0.935504628858953
0.283157659583383,0.007869544019942887
0.5303044129702609,0.5316265768217594
0.38597656584582174,0.4328496179364498
0.03684989614541967,0.6008101759965945
0.5974804095185333,0.7548478144669969
0.07439024303538522,0.8343248349285319
0.5094521640677637,0.85076402025227
0.2895382146339054,0.7884356727284765
0.6222493487141121,0.3832515968663994
0.273797177690287,0.21827774599187222
0.5471283549142648,0.6146667353270465
0.2637442592422181,0.7814119404537587
0.3412531488566415,0.6735924220846582
0.08767645637461008,0.010795012493757028
0.2001804930453991,0.3381516527603661
0.2560116404677486,0.06643042679317823
0.33378012448331473,0.22337696968180698
0.7717922528318935,0.8076366339719144
0.712891848944066,0.12925379440080265
0.0993438361529172,0.08150662432563249
0.9491537220593437,0.21248116239324422
0.4758583728047775,0.9607167632284398
0.47170599390843815,0.11761697949028782
0.5898168369071064,0.2309381631715164
0.26308199247037023,0.19676038184972855
0.38671974551151944,0.43220830584206915
0.8118464148645453,0.3178040314171624
0.571529804325638,0.8412251921024628
0.5504347732661488,0.7473307437583822
0.04756002665695169,0.6608727534287343
0.9119099125781913,0.588022327253083
0.24981140082685926,0.3898345893115239
0.35499033257460977,0.5732250143339541
0.40186689994735636,0.9836424393983254
0.4413695027013337,0.636586681219404
0.45118519686548086,0.725539427140651
0.6002821252296514,0.6131971169514046
0.3960069058878145,0.9537429477951461
0.4148556037208939,0.7963591894806785
0.6927669444894351,0.4100250465476455
0.9966709985264107,0.1465790407298928
0.6637501755492019,0.6786231215996263
0.7388109488110357,0.5345063806606255
0.07598316972663699,0.5071764721950835
0.6971941162165703,0.1836568591947506
0.9372545667275888,0.7489152043515916
0.4724111722668679,0.6609080980539191
0.9762376827503512,0.09702616263360286
0.4703786455378174,0.9899794404955004
0.6369422384611607,0.6172102575359784
0.013459519480669924,0.4809178784918402
0.17159218669364118,0.2647343855777149
0.19562353622542228,0.5495100888606064
0.10827388381610126,0.10135286120920106
0.999780489717774,0.012929855747784158
0.31660897085534956,0.881837467087867
0.18158284192877172,0.4812850103659754
0.8548817335426023,0.9184543445250106
0.02286992936680965,0.4371208612241678
0.38392677938456865,0.1261157381228053
0.9755027456629523,0.3386128947950503
0.15135028234258774,0.03960852659544667
0.19636829853458881,0.23759495181013157
0.4312151192017659,0.6500686512990058
0.8382773051176974,0.20371910685837824
0.6765678976874825,0.8411692519565515
0.7115296720314342,0.3579147591577332
0.6870059606144694,0.3178282906858073
0.8380817611639263,0.24718197279373277
0.334785334962999,0.7097312650446895
0.5176951728511461,0.8657591620282289
0.49979667449288745,0.500544755271627
0.2611688592836694,0.5384768267503386
0.4567464168717392,0.06495670749314719
0.31905775874437314,0.3337703606775878
0.5991779105131888,0.30571887036090906
0.3456570962003984,0.4485716858356492
0.5831068240261967,0.5275813293498128
0.13653318609740472,0.3611403335525436
0.35289573226012416,0.37396214401179606
0.8486844219748332,0.2850749673242383
0.22938758807393012,0.7358188975441056
0.4664012818366977,0.5519116865721143
0.8717254135991764,0.7996525994579886
0.8474972636853124,0.9010567998474411
0.6322467446309373,0.1830745836748886
0.5638377193913247,0.9313369352987669
0.8993081664097899,0.9454877472460718
0.4594394124886759,0.7914270631919837
0.973550717245111,0.5109717460360494
0.12858748606977954,0.6297469031242683
0.3307992621542648,0.5489013843271296
0.24682690275777763,0.4767679309843099
0.7637683211346873,0.09647615142498145
0.9739725070834313,0.5271388276540744
0.43773467061215965,0.9198704365989618
0.46672097395549017,0.07478508682291263
0.34651814996957364,0.24743564054724
0.4424279752485323,0.509159240342002
0.11594811939109773,0.8574411729596306
0.42379670577879003,0.6216640643656438
0.8260906087604789,0.7366989116128175
0.9295354482267474,0.09156587222387225
0.3807707900296592,0.8537137078746732
0.02787595308641877,0.9079515822473331
0.9258491763615426,0.49474458454434644
0.8821555743056604,0.24737530103045202
0.4888143860412669,0.606684734041835
0.7534099574731269,0.24815905233898683
0.17489505496595725,0.3998882380180574
0.03879396541594149,0.16000661868310162
0.8953953733497722,0.7145759776180076
0.37739114583702316,0.3789903967030762
0.0025441540953002884,0.7396020350164856
0.34686049094896,0.5901951840759774
0.07684278355994978,0.5460326919621435
0.9851499298642846,0.002062274974186429
0.7129522262502702,0.36875958778311346
0.990741428790474,0.7770428091133562
0.49384579243028104,0.17046520360107298
0.8496439739466491,0.7337188051182457
0.9146167039911607,0.5120812602698868
0.47452521207767084,0.5595576052781037
0.5344637485234524,0.8575684514800563
0.8465000709721043,0.4536389793063509
0.1274118257638538,0.4604955416475358
0.8739644587828187,0.7728282348122724
0.3407741607981518,0.5292901968553985
0.5538680224119827,0.46755918317217104
0.7232329495963188,0.1519334533315
0.9623316754495513,0.3813369196465466
0.4843084935921165,0.09117184815787616
0.590578041907671,0.8353810989680407
0.1941829681209436,0.35211156473104155
0.3867538083766373,0.35482012606746804
0.13247240117289305,0.46803767760765935
0.06402566544314836,0.0014964622385338355
0.7753980672090537,0.8937700957196111
0.6645887580097533,0.14666979236083055
0.5672121228492671,0.6000281871607324
0.14054485185100352,0.8140302770931407
0.8424869200998244,0.8537251440781964
0.3242650400077334,0.5247303763790746
0.5777834253326152,0.22763903950015785
